Choice,Party,,Absentee Votes,Absentee %,,Early Votes,Early %,,Election Day Votes,Election Day %,,Total Votes,Total %,Contest,Precinct,County
PAIJ BORING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
PETER SONSKI (W),,,2,7.41%,,0,0.00%,,0,0.00%,,2,0.45%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
SHONDRA IRVING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
SUSAN MAUDE BUCHSER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
TOM HOEFLING / ANDY PRIOR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
WILLIAM CODY NALBACH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE21,Wayne
JIM BANKS,REP,,14,56.00%,,199,71.07%,,71,59.17%,,284,66.82%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE21,Wayne
VALERIE MCCRAY,DEM,,11,44.00%,,77,27.50%,,39,32.50%,,127,29.88%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE21,Wayne
ANDREW HORNING,LIB,,0,0.00%,,4,1.43%,,10,8.33%,,14,3.29%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE21,Wayne
ANTONIO XAVIER ALVAREZ (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE21,Wayne
PHILLIP D. BEACHY (PHIL) (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE21,Wayne
MIKE BRAUN MICAH BECKWITH,REP,,11,44.00%,,191,67.02%,,64,53.78%,,266,62.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE21,Wayne
JENNIFER G. MCCORMICK TERRY GOODIN,DEM,,13,52.00%,,90,31.58%,,40,33.61%,,143,33.33%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE21,Wayne
DONALD RAINWATER TONYA HUDSON,LIB,,1,4.00%,,4,1.40%,,15,12.61%,,20,4.66%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE21,Wayne
CHRISTOPHER RYAN STRIED / NO CANDIDATE NAME (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE21,Wayne
TODD ROKITA,REP,,13,52.00%,,196,69.26%,,69,58.47%,,278,65.26%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE21,Wayne
DESTINY WELLS,DEM,,12,48.00%,,87,30.74%,,49,41.53%,,148,34.74%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE21,Wayne
JEFFERSON SHREVE,REP,,13,54.17%,,196,69.75%,,67,56.30%,,276,65.09%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE21,Wayne
CYNTHIA (CINDE) WIRTH,DEM,,11,45.83%,,79,28.11%,,42,35.29%,,132,31.13%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE21,Wayne
JAMES MICHAEL SCENIAK,LIB,,0,0.00%,,6,2.14%,,10,8.40%,,16,3.77%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE21,Wayne
BRADFORD BARRETT,REP,,17,100.00%,,223,100.00%,,86,100.00%,,326,100.00%,STATE REPRESENTATIVE District 56 - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
RONALD J. (RON) MOORE,REP,,17,100.00%,,228,100.00%,,87,100.00%,,332,100.00%,JUDGE of the SUPERIOR COURT No.1 - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
TARA PEGG,REP,,17,100.00%,,228,100.00%,,84,100.00%,,329,100.00%,CLERK of the CIRCUIT COURT - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
BETH FIELDS,REP,,17,100.00%,,227,100.00%,,85,100.00%,,329,100.00%,COUNTY TREASURER - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
R. BRENT MEADOWS,REP,,17,100.00%,,224,100.00%,,85,100.00%,,326,100.00%,COUNTY CORONER - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
GORDON E. MOORE,REP,,17,100.00%,,223,100.00%,,85,100.00%,,325,100.00%,COUNTY SURVEYOR - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
AARON ROBERTS,REP,,17,100.00%,,222,100.00%,,84,100.00%,,323,100.00%,COUNTY COMMISSIONER District 2 - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
JEFF PLASTERER,REP,,17,100.00%,,223,100.00%,,84,100.00%,,324,100.00%,COUNTY COMMISSIONER District 3 - Vote for One (1) Only No DEM Filed,WAYNE21,Wayne
GERALD (GARY) SAUNDERS,REP,,10,38.46%,,135,37.82%,,44,35.48%,,189,37.28%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE21,Wayne
MAX SMITH,REP,,8,30.77%,,107,29.97%,,40,32.26%,,155,30.57%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE21,Wayne
CATHY C. WILLIAMS,REP,,8,30.77%,,115,32.21%,,40,32.26%,,163,32.15%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE21,Wayne
NICOLE STULTS,,,12,100.00%,,147,100.00%,,64,100.00%,,223,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 1 - Vote for One (1) Only,WAYNE21,Wayne
AUSTIN BRANN,,,12,100.00%,,137,100.00%,,60,100.00%,,209,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 2 - Vote for One (1) Only,WAYNE21,Wayne
CATHY HILLARD,,,10,47.62%,,120,47.06%,,43,40.57%,,173,45.29%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE21,Wayne
AARON L. STEVENS,,,11,52.38%,,135,52.94%,,63,59.43%,,209,54.71%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE21,Wayne
YES,,,18,94.74%,,146,78.92%,,58,74.36%,,222,78.72%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE21,Wayne
NO,,,1,5.26%,,39,21.08%,,20,25.64%,,60,21.28%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE21,Wayne
YES,,,15,93.75%,,137,75.69%,,59,75.64%,,211,76.73%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE21,Wayne
NO,,,1,6.25%,,44,24.31%,,19,24.36%,,64,23.27%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE21,Wayne
YES,,,14,93.33%,,132,73.74%,,58,74.36%,,204,75.00%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE21,Wayne
NO,,,1,6.67%,,47,26.26%,,20,25.64%,,68,25.00%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE21,Wayne
YES,,,14,93.33%,,140,78.21%,,59,75.64%,,213,78.31%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE21,Wayne
NO,,,1,6.67%,,39,21.79%,,19,24.36%,,59,21.69%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE21,Wayne
YES,,,13,86.67%,,138,78.86%,,54,72.97%,,205,77.65%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE21,Wayne
NO,,,2,13.33%,,37,21.14%,,20,27.03%,,59,22.35%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE21,Wayne
YES,,,7,35.00%,,94,45.85%,,67,45.89%,,168,45.28%,PUBLIC QUESTION #1,WAYNE22,Wayne
NO,,,13,65.00%,,111,54.15%,,79,54.11%,,203,54.72%,PUBLIC QUESTION #1,WAYNE22,Wayne
Republican Party,REP,,6,54.55%,,90,57.32%,,81,65.32%,,177,60.62%,STRAIGHT PARTY,WAYNE22,Wayne
Democratic Party,DEM,,5,45.45%,,64,40.76%,,40,32.26%,,109,37.33%,STRAIGHT PARTY,WAYNE22,Wayne
Libertarian Party,LIB,,0,0.00%,,1,0.64%,,0,0.00%,,1,0.34%,STRAIGHT PARTY,WAYNE22,Wayne
We the People Party,WTP,,0,0.00%,,2,1.27%,,3,2.42%,,5,1.71%,STRAIGHT PARTY,WAYNE22,Wayne
DONALD J. TRUMP JD VANCE,REP,,8,34.78%,,138,54.33%,,117,60.31%,,263,55.84%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
KAMALA D. HARRIS TIM WALZ,DEM,,14,60.87%,,113,44.49%,,75,38.66%,,202,42.89%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
CHASE OLIVER MIKE TER MAAT,LIB,,1,4.35%,,0,0.00%,,0,0.00%,,1,0.21%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
ROBERT F. KENNEDY JR. NICOLE SHANAHAN,WTP,,0,0.00%,,2,0.79%,,2,1.03%,,4,0.85%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
ANDRE' RAMON MCNEIL SR. (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
CAROL ASHER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
CHERUNDA LYNN FOX (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
CLAUDIA DE LA CRUZ / KARINA GARCIA (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
COMEL WEST / MELINA ABDULLAH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
DOUG JENKINS (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
NALA BAOZUN SCOTT JOHNSON JR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
PAIJ BORING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
PETER SONSKI (W),,,0,0.00%,,1,0.39%,,0,0.00%,,1,0.21%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
SHONDRA IRVING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
SUSAN MAUDE BUCHSER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
TOM HOEFLING / ANDY PRIOR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
WILLIAM CODY NALBACH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE22,Wayne
JIM BANKS,REP,,10,45.45%,,133,53.20%,,105,57.38%,,248,54.51%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE22,Wayne
VALERIE MCCRAY,DEM,,12,54.55%,,112,44.80%,,68,37.16%,,192,42.20%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE22,Wayne
ANDREW HORNING,LIB,,0,0.00%,,5,2.00%,,10,5.46%,,15,3.30%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE22,Wayne
ANTONIO XAVIER ALVAREZ (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE22,Wayne
PHILLIP D. BEACHY (PHIL) (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE22,Wayne
MIKE BRAUN MICAH BECKWITH,REP,,9,39.13%,,125,50.20%,,101,54.30%,,235,51.31%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE22,Wayne
JENNIFER G. MCCORMICK TERRY GOODIN,DEM,,14,60.87%,,115,46.18%,,78,41.94%,,207,45.20%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE22,Wayne
DONALD RAINWATER TONYA HUDSON,LIB,,0,0.00%,,9,3.61%,,7,3.76%,,16,3.49%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE22,Wayne
CHRISTOPHER RYAN STRIED / NO CANDIDATE NAME (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE22,Wayne
TODD ROKITA,REP,,10,43.48%,,138,54.98%,,108,58.70%,,256,55.90%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE22,Wayne
DESTINY WELLS,DEM,,13,56.52%,,113,45.02%,,76,41.30%,,202,44.10%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE22,Wayne
JEFFERSON SHREVE,REP,,11,47.83%,,135,54.00%,,108,59.02%,,254,55.70%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE22,Wayne
CYNTHIA (CINDE) WIRTH,DEM,,12,52.17%,,110,44.00%,,69,37.70%,,191,41.89%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE22,Wayne
JAMES MICHAEL SCENIAK,LIB,,0,0.00%,,5,2.00%,,6,3.28%,,11,2.41%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE22,Wayne
BRADFORD BARRETT,REP,,16,100.00%,,160,100.00%,,124,100.00%,,300,100.00%,STATE REPRESENTATIVE District 56 - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
RONALD J. (RON) MOORE,REP,,15,100.00%,,166,100.00%,,132,100.00%,,313,100.00%,JUDGE of the SUPERIOR COURT No.1 - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
TARA PEGG,REP,,16,100.00%,,164,100.00%,,129,100.00%,,309,100.00%,CLERK of the CIRCUIT COURT - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
BETH FIELDS,REP,,16,100.00%,,167,100.00%,,132,100.00%,,315,100.00%,COUNTY TREASURER - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
R. BRENT MEADOWS,REP,,16,100.00%,,162,100.00%,,128,100.00%,,306,100.00%,COUNTY CORONER - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
GORDON E. MOORE,REP,,15,100.00%,,166,100.00%,,129,100.00%,,310,100.00%,COUNTY SURVEYOR - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
AARON ROBERTS,REP,,15,100.00%,,162,100.00%,,127,100.00%,,304,100.00%,COUNTY COMMISSIONER District 2 - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
JEFF PLASTERER,REP,,15,100.00%,,163,100.00%,,128,100.00%,,306,100.00%,COUNTY COMMISSIONER District 3 - Vote for One (1) Only No DEM Filed,WAYNE22,Wayne
GERALD (GARY) SAUNDERS,REP,,9,30.00%,,92,34.59%,,63,35.00%,,164,34.45%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE22,Wayne
MAX SMITH,REP,,10,33.33%,,80,30.08%,,49,27.22%,,139,29.20%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE22,Wayne
CATHY C. WILLIAMS,REP,,11,36.67%,,94,35.34%,,68,37.78%,,173,36.34%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE22,Wayne
NICOLE STULTS,,,10,100.00%,,136,100.00%,,103,100.00%,,249,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 1 - Vote for One (1) Only,WAYNE22,Wayne
AUSTIN BRANN,,,10,100.00%,,123,100.00%,,98,100.00%,,231,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 2 - Vote for One (1) Only,WAYNE22,Wayne
CATHY HILLARD,,,10,47.62%,,115,49.78%,,75,46.58%,,200,48.43%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE22,Wayne
AARON L. STEVENS,,,11,52.38%,,116,50.22%,,86,53.42%,,213,51.57%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE22,Wayne
YES,,,11,78.57%,,125,73.96%,,86,67.72%,,222,71.61%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE22,Wayne
NO,,,3,21.43%,,44,26.04%,,41,32.28%,,88,28.39%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE22,Wayne
YES,,,8,61.54%,,112,68.71%,,81,64.29%,,201,66.56%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE22,Wayne
NO,,,5,38.46%,,51,31.29%,,45,35.71%,,101,33.44%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE22,Wayne
YES,,,8,61.54%,,104,64.20%,,82,65.08%,,194,64.45%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE22,Wayne
NO,,,5,38.46%,,58,35.80%,,44,34.92%,,107,35.55%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE22,Wayne
YES,,,8,61.54%,,110,68.75%,,86,68.25%,,204,68.23%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE22,Wayne
NO,,,5,38.46%,,50,31.25%,,40,31.75%,,95,31.77%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE22,Wayne
YES,,,11,78.57%,,110,67.48%,,87,69.05%,,208,68.65%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE22,Wayne
NO,,,3,21.43%,,53,32.52%,,39,30.95%,,95,31.35%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE22,Wayne
YES,,,15,27.78%,,111,43.53%,,59,53.15%,,185,44.05%,PUBLIC QUESTION #1,WAYNE23,Wayne
NO,,,39,72.22%,,144,56.47%,,52,46.85%,,235,55.95%,PUBLIC QUESTION #1,WAYNE23,Wayne
Republican Party,REP,,17,40.48%,,133,60.18%,,58,69.88%,,208,60.12%,STRAIGHT PARTY,WAYNE23,Wayne
Democratic Party,DEM,,25,59.52%,,85,38.46%,,22,26.51%,,132,38.15%,STRAIGHT PARTY,WAYNE23,Wayne
Libertarian Party,LIB,,0,0.00%,,1,0.45%,,0,0.00%,,1,0.29%,STRAIGHT PARTY,WAYNE23,Wayne
We the People Party,WTP,,0,0.00%,,2,0.90%,,3,3.61%,,5,1.45%,STRAIGHT PARTY,WAYNE23,Wayne
DONALD J. TRUMP JD VANCE,REP,,26,37.68%,,185,52.86%,,96,65.31%,,307,54.24%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
KAMALA D. HARRIS TIM WALZ,DEM,,43,62.32%,,160,45.71%,,49,33.33%,,252,44.52%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
CHASE OLIVER MIKE TER MAAT,LIB,,0,0.00%,,2,0.57%,,0,0.00%,,2,0.35%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
ROBERT F. KENNEDY JR. NICOLE SHANAHAN,WTP,,0,0.00%,,3,0.86%,,2,1.36%,,5,0.88%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
ANDRE' RAMON MCNEIL SR. (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
CAROL ASHER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
CHERUNDA LYNN FOX (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
CLAUDIA DE LA CRUZ / KARINA GARCIA (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
COMEL WEST / MELINA ABDULLAH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
DOUG JENKINS (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
NALA BAOZUN SCOTT JOHNSON JR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
PAIJ BORING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
PETER SONSKI (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
SHONDRA IRVING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
SUSAN MAUDE BUCHSER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
TOM HOEFLING / ANDY PRIOR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
WILLIAM CODY NALBACH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE23,Wayne
JIM BANKS,REP,,29,43.94%,,192,55.01%,,84,60.87%,,305,55.15%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE23,Wayne
VALERIE MCCRAY,DEM,,35,53.03%,,147,42.12%,,43,31.16%,,225,40.69%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE23,Wayne
ANDREW HORNING,LIB,,2,3.03%,,10,2.87%,,11,7.97%,,23,4.16%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE23,Wayne
ANTONIO XAVIER ALVAREZ (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE23,Wayne
PHILLIP D. BEACHY (PHIL) (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE23,Wayne
MIKE BRAUN MICAH BECKWITH,REP,,24,35.82%,,180,51.72%,,86,62.77%,,290,52.54%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE23,Wayne
JENNIFER G. MCCORMICK TERRY GOODIN,DEM,,37,55.22%,,160,45.98%,,44,32.12%,,241,43.66%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE23,Wayne
DONALD RAINWATER TONYA HUDSON,LIB,,6,8.96%,,8,2.30%,,7,5.11%,,21,3.80%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE23,Wayne
CHRISTOPHER RYAN STRIED / NO CANDIDATE NAME (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE23,Wayne
TODD ROKITA,REP,,28,43.08%,,187,53.74%,,91,65.94%,,306,55.54%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE23,Wayne
DESTINY WELLS,DEM,,37,56.92%,,161,46.26%,,47,34.06%,,245,44.46%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE23,Wayne
JEFFERSON SHREVE,REP,,28,41.79%,,183,52.74%,,85,61.59%,,296,53.62%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE23,Wayne
CYNTHIA (CINDE) WIRTH,DEM,,37,55.22%,,155,44.67%,,45,32.61%,,237,42.93%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE23,Wayne
JAMES MICHAEL SCENIAK,LIB,,2,2.99%,,9,2.59%,,8,5.80%,,19,3.44%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE23,Wayne
BRADFORD BARRETT,REP,,38,100.00%,,226,100.00%,,105,100.00%,,369,100.00%,STATE REPRESENTATIVE District 56 - Vote for One (1) Only No DEM Filed,WAYNE23,Wayne
RONALD J. (RON) MOORE,REP,,35,100.00%,,226,100.00%,,99,100.00%,,360,100.00%,JUDGE of the SUPERIOR COURT No.1 - Vote for One (1) Only No DEM Filed,WAYNE23,Wayne
TARA PEGG,REP,,35,100.00%,,227,100.00%,,98,100.00%,,360,100.00%,CLERK of the CIRCUIT COURT - Vote for One (1) Only No DEM Filed,WAYNE23,Wayne
BETH FIELDS,REP,,34,100.00%,,221,100.00%,,100,100.00%,,355,100.00%,COUNTY TREASURER - Vote for One (1) Only No DEM Filed,WAYNE23,Wayne
